Code,Name,Alternative code,Formulation,Alternative name,Alternative formulation,Really equivalent?
0408010A0AAAJAJ,Levetiracetam 500mg/5ml solution for infusion vials,0408010A0AAANAN,Solution for infusion,Levetiracetam 500mg/5ml solution for infusion ampoules,Solution for infusion,Y
0408010A0AAAKAK,Levetiracetam 250mg granules sachets sugar free,0408010A0AAAAAA,Oral granules,Levetiracetam 250mg tablets,Oral tablet,Y
0408010A0AAAKAK,Levetiracetam 250mg granules sachets sugar free,0408010A0AAAVAV,Oral granules,Levetiracetam 250mg granules for oral solution sachets sugar free,Granules for oral solution,Y
0408010A0AAALAL,Levetiracetam 500mg granules sachets sugar free,0408010A0AAABAB,Oral granules,Levetiracetam 500mg tablets,Oral tablet,Y
0408010A0AAALAL,Levetiracetam 500mg granules sachets sugar free,0408010A0AAAWAW,Oral granules,Levetiracetam 500mg granules for oral solution sachets sugar free,Granules for oral solution,Y
0408010A0AAAMAM,Levetiracetam 1g granules sachets sugar free,0408010A0AAACAC,Oral granules,Levetiracetam 1g tablets,Oral tablet,Y
0408010A0AAAMAM,Levetiracetam 1g granules sachets sugar free,0408010A0AAAUAU,Oral granules,Levetiracetam 1g granules for oral solution sachets sugar free,Granules for oral solution,Y
0408010A0AAANAN,Levetiracetam 500mg/5ml solution for infusion ampoules,0408010A0AAAJAJ,Solution for infusion,Levetiracetam 500mg/5ml solution for infusion vials,Solution for infusion,Y
0408010A0AAASAS,Levetiracetam 750mg granules for oral solution sachets sugar free,0408010A0AAAIAI,Granules for oral solution,Levetiracetam 750mg tablets,Oral tablet,Y
0408010A0AAAUAU,Levetiracetam 1g granules for oral solution sachets sugar free,0408010A0AAACAC,Granules for oral solution,Levetiracetam 1g tablets,Oral tablet,Y
0408010A0AAAUAU,Levetiracetam 1g granules for oral solution sachets sugar free,0408010A0AAAMAM,Granules for oral solution,Levetiracetam 1g granules sachets sugar free,Oral granules,Y
0408010A0AAAVAV,Levetiracetam 250mg granules for oral solution sachets sugar free,0408010A0AAAAAA,Granules for oral solution,Levetiracetam 250mg tablets,Oral tablet,Y
0408010A0AAAVAV,Levetiracetam 250mg granules for oral solution sachets sugar free,0408010A0AAAKAK,Granules for oral solution,Levetiracetam 250mg granules sachets sugar free,Oral granules,Y
0408010A0AAAWAW,Levetiracetam 500mg granules for oral solution sachets sugar free,0408010A0AAABAB,Granules for oral solution,Levetiracetam 500mg tablets,Oral tablet,Y
0408010A0AAAWAW,Levetiracetam 500mg granules for oral solution sachets sugar free,0408010A0AAALAL,Granules for oral solution,Levetiracetam 500mg granules sachets sugar free,Oral granules,Y
0408010ADAAADAD,Zonisamide 50mg/5ml oral solution,0408010ADAAAEAE,Oral solution,Zonisamide 50mg/5ml oral suspension,Oral suspension,Y
0408010ADAAAEAE,Zonisamide 50mg/5ml oral suspension,0408010ADAAADAD,Oral suspension,Zonisamide 50mg/5ml oral solution,Oral solution,Y
0408010AEAAAAAA,Pregabalin 25mg capsules,0408010AEAAASAS,Oral capsule,Pregabalin 25mg tablets,Oral tablet,Y
0408010AEAAABAB,Pregabalin 50mg capsules,0408010AEAAATAT,Oral capsule,Pregabalin 50mg tablets,Oral tablet,Y
0408010AEAAACAC,Pregabalin 75mg capsules,0408010AEAAALAL,Oral capsule,Pregabalin 75mg oral powder sachets,Oral powder,Y
0408010AEAAACAC,Pregabalin 75mg capsules,0408010AEAAAXAX,Oral capsule,Pregabalin 75mg tablets,Oral tablet,Y
0408010AEAAADAD,Pregabalin 100mg capsules,0408010AEAAAUAU,Oral capsule,Pregabalin 100mg tablets,Oral tablet,Y
0408010AEAAAEAE,Pregabalin 150mg capsules,0408010AEAAAYAY,Oral capsule,Pregabalin 150mg tablets,Oral tablet,Y
0408010AEAAAFAF,Pregabalin 200mg capsules,0408010AEAAAVAV,Oral capsule,Pregabalin 200mg tablets,Oral tablet,Y
0408010AEAAAGAG,Pregabalin 300mg capsules,0408010AEAAAWAW,Oral capsule,Pregabalin 300mg tablets,Oral tablet,Y
0408010AEAAAHAH,Pregabalin 75mg/5ml oral solution,0408010AEAABABA,Oral solution,Pregabalin 75mg/5ml oral suspension,Oral suspension,Y
0408010AEAAAIAI,Pregabalin 225mg capsules,0408010AEAAAZAZ,Oral capsule,Pregabalin 225mg tablets,Oral tablet,Y
0408010AEAAALAL,Pregabalin 75mg oral powder sachets,0408010AEAAACAC,Oral powder,Pregabalin 75mg capsules,Oral capsule,Y
0408010AEAAALAL,Pregabalin 75mg oral powder sachets,0408010AEAAAXAX,Oral powder,Pregabalin 75mg tablets,Oral tablet,Y
0408010AEAAASAS,Pregabalin 25mg tablets,0408010AEAAAAAA,Oral tablet,Pregabalin 25mg capsules,Oral capsule,Y
0408010AEAAATAT,Pregabalin 50mg tablets,0408010AEAAABAB,Oral tablet,Pregabalin 50mg capsules,Oral capsule,Y
0408010AEAAAUAU,Pregabalin 100mg tablets,0408010AEAAADAD,Oral tablet,Pregabalin 100mg capsules,Oral capsule,Y
0408010AEAAAVAV,Pregabalin 200mg tablets,0408010AEAAAFAF,Oral tablet,Pregabalin 200mg capsules,Oral capsule,Y
0408010AEAAAWAW,Pregabalin 300mg tablets,0408010AEAAAGAG,Oral tablet,Pregabalin 300mg capsules,Oral capsule,Y
0408010AEAAAXAX,Pregabalin 75mg tablets,0408010AEAAACAC,Oral tablet,Pregabalin 75mg capsules,Oral capsule,Y
0408010AEAAAXAX,Pregabalin 75mg tablets,0408010AEAAALAL,Oral tablet,Pregabalin 75mg oral powder sachets,Oral powder,Y
0408010AEAAAYAY,Pregabalin 150mg tablets,0408010AEAAAEAE,Oral tablet,Pregabalin 150mg capsules,Oral capsule,Y
0408010AEAAAZAZ,Pregabalin 225mg tablets,0408010AEAAAIAI,Oral tablet,Pregabalin 225mg capsules,Oral capsule,Y
0408010AEAABABA,Pregabalin 75mg/5ml oral suspension,0408010AEAAAHAH,Oral suspension,Pregabalin 75mg/5ml oral solution,Oral solution,Y
0408010AGAAAAAA,Stiripentol 250mg capsules,0408010AGAAACAC,Oral capsule,Stiripentol 250mg oral powder sachets,Powder for oral suspension,Y
0408010AGAAABAB,Stiripentol 500mg capsules,0408010AGAAADAD,Oral capsule,Stiripentol 500mg oral powder sachets,Powder for oral suspension,Y
0408010AGAAACAC,Stiripentol 250mg oral powder sachets,0408010AGAAAAAA,Powder for oral suspension,Stiripentol 250mg capsules,Oral capsule,Y
0408010AGAAADAD,Stiripentol 500mg oral powder sachets,0408010AGAAABAB,Powder for oral suspension,Stiripentol 500mg capsules,Oral capsule,Y
0408010F0AAAAAA,Clonazepam 2.5mg/ml drops sugar free,0408010F0AACACA,Oral drops,Clonazepam 12.5mg/5ml oral suspension,Oral suspension,Y
0408010F0AAAAAA,Clonazepam 2.5mg/ml drops sugar free,0408010F0AACACA,Oral drops,Clonazepam 12.5mg/5ml oral solution,Oral solution,Y
0408010F0AAAAAA,Clonazepam 2.5mg/ml drops sugar free,0408010F0AADCDC,Oral drops,Clonazepam 2.5mg/ml drops,Oral drops,Y
0408010F0AAABAB,Clonazepam 500microgram tablets,0408010F0AACZCZ,Oral tablet,Clonazepam 500microgram orodispersible tablets,Orodispersible tablet,Y
0408010F0AAABAB,Clonazepam 500microgram tablets,0408010F0AACYCY,Oral tablet,Clonazepam 500microgram oral lyophilisates sugar free,Oral lyophilisate,Y
0408010F0AABCBC,Clonazepam 250micrograms/5ml oral solution,0408010F0AADDDD,Oral solution,Clonazepam 250micrograms/5ml oral suspension,Oral suspension,Y
0408010F0AABEBE,Clonazepam 500micrograms/5ml oral suspension,0408010F0AACQCQ,Oral suspension,Clonazepam 500micrograms/5ml oral solution sugar free,Oral solution,Y
0408010F0AABSBS,Clonazepam 2mg/5ml oral suspension,0408010F0AACRCR,Oral suspension,Clonazepam 2mg/5ml oral solution sugar free,Oral solution,Y
0408010F0AACACA,Clonazepam 12.5mg/5ml oral suspension,0408010F0AAAAAA,Oral suspension,Clonazepam 2.5mg/ml drops sugar free,Oral drops,Y
0408010F0AACACA,Clonazepam 12.5mg/5ml oral suspension,0408010F0AADCDC,Oral suspension,Clonazepam 2.5mg/ml drops,Oral drops,Y
0408010F0AACACA,Clonazepam 12.5mg/5ml oral solution,0408010F0AAAAAA,Oral solution,Clonazepam 2.5mg/ml drops sugar free,Oral drops,Y
0408010F0AACACA,Clonazepam 12.5mg/5ml oral solution,0408010F0AADCDC,Oral solution,Clonazepam 2.5mg/ml drops,Oral drops,Y
0408010F0AACQCQ,Clonazepam 500micrograms/5ml oral solution sugar free,0408010F0AABEBE,Oral solution,Clonazepam 500micrograms/5ml oral suspension,Oral suspension,Y
0408010F0AACRCR,Clonazepam 2mg/5ml oral solution sugar free,0408010F0AABSBS,Oral solution,Clonazepam 2mg/5ml oral suspension,Oral suspension,Y
0408010F0AACYCY,Clonazepam 500microgram oral lyophilisates sugar free,0408010F0AAABAB,Oral lyophilisate,Clonazepam 500microgram tablets,Oral tablet,Y
0408010F0AACYCY,Clonazepam 500microgram oral lyophilisates sugar free,0408010F0AACZCZ,Oral lyophilisate,Clonazepam 500microgram orodispersible tablets,Orodispersible tablet,Y
0408010F0AACZCZ,Clonazepam 500microgram orodispersible tablets,0408010F0AAABAB,Orodispersible tablet,Clonazepam 500microgram tablets,Oral tablet,Y
0408010F0AACZCZ,Clonazepam 500microgram orodispersible tablets,0408010F0AACYCY,Orodispersible tablet,Clonazepam 500microgram oral lyophilisates sugar free,Oral lyophilisate,Y
0408010F0AADCDC,Clonazepam 2.5mg/ml drops,0408010F0AAAAAA,Oral drops,Clonazepam 2.5mg/ml drops sugar free,Oral drops,Y
0408010F0AADCDC,Clonazepam 2.5mg/ml drops,0408010F0AACACA,Oral drops,Clonazepam 12.5mg/5ml oral suspension,Oral suspension,Y
0408010F0AADCDC,Clonazepam 2.5mg/ml drops,0408010F0AACACA,Oral drops,Clonazepam 12.5mg/5ml oral solution,Oral solution,Y
0408010F0AADDDD,Clonazepam 250micrograms/5ml oral suspension,0408010F0AABCBC,Oral suspension,Clonazepam 250micrograms/5ml oral solution,Oral solution,Y
0408010G0AAAGAG,Gabapentin 100mg/5ml oral suspension,0408010G0AABIBI,Oral suspension,Gabapentin 100mg/5ml oral solution,Oral solution,Y
0408010G0AAAQAQ,Gabapentin 250mg/5ml oral solution,0408010G0AABGBG,Oral solution,Gabapentin 50mg/ml oral solution sugar free,Oral solution,Y
0408010G0AAAQAQ,Gabapentin 250mg/5ml oral suspension,0408010G0AABGBG,Oral suspension,Gabapentin 50mg/ml oral solution sugar free,Oral solution,Y
0408010G0AAAYAY,Gabapentin 400mg/5ml oral solution,0408010G0AABHBH,Oral solution,Gabapentin 400mg/5ml oral suspension,Oral suspension,Y
0408010G0AABGBG,Gabapentin 50mg/ml oral solution sugar free,0408010G0AAAQAQ,Oral solution,Gabapentin 250mg/5ml oral solution,Oral solution,Y
0408010G0AABGBG,Gabapentin 50mg/ml oral solution sugar free,0408010G0AAAQAQ,Oral solution,Gabapentin 250mg/5ml oral suspension,Oral suspension,Y
0408010G0AABHBH,Gabapentin 400mg/5ml oral suspension,0408010G0AAAYAY,Oral suspension,Gabapentin 400mg/5ml oral solution,Oral solution,Y
0408010G0AABIBI,Gabapentin 100mg/5ml oral solution,0408010G0AAAGAG,Oral solution,Gabapentin 100mg/5ml oral suspension,Oral suspension,Y
0408010H0AAA3A3,Lamotrigine 50mg/5ml oral suspension,0408010H0AABWBW,Oral suspension,Lamotrigine 10mg/ml oral suspension sugar free,Oral suspension,Y
0408010H0AAAAAA,Lamotrigine 100mg tablets,0408010H0AAAWAW,Oral tablet,Lamotrigine 100mg dispersible tablets sugar free,Dispersible tablet,Y
0408010H0AAACAC,Lamotrigine 25mg tablets,0408010H0AAAQAQ,Oral tablet,Lamotrigine 25mg dispersible tablets sugar free,Dispersible tablet,Y
0408010H0AAAQAQ,Lamotrigine 25mg dispersible tablets sugar free,0408010H0AAACAC,Dispersible tablet,Lamotrigine 25mg tablets,Oral tablet,Y
0408010H0AAAWAW,Lamotrigine 100mg dispersible tablets sugar free,0408010H0AAAAAA,Dispersible tablet,Lamotrigine 100mg tablets,Oral tablet,Y
0408010H0AABWBW,Lamotrigine 10mg/ml oral suspension sugar free,0408010H0AAA3A3,Oral suspension,Lamotrigine 50mg/5ml oral suspension,Oral suspension,Y
0408010I0AAABAB,Ethosuximide 250mg/5ml oral solution,0408010I0AAAKAK,Oral solution,Ethosuximide 250mg/5ml oral solution sugar free,Oral solution,Y
0408010I0AAAKAK,Ethosuximide 250mg/5ml oral solution sugar free,0408010I0AAABAB,Oral solution,Ethosuximide 250mg/5ml oral solution,Oral solution,Y
0408010N0AAACAC,Phenobarbital 15mg/5ml elixir,0408010N0AADMDM,Oral solution,Phenobarbital 15mg/5ml oral suspension,Oral suspension,Y
0408010N0AAACAC,Phenobarbital 15mg/5ml elixir,0408010N0AADMDM,Oral solution,Phenobarbital 15mg/5ml oral solution,Oral solution,Y
0408010N0AAAMAM,Phenobarbital 100mg tablets,0408010N0AAASAS,Oral tablet,Phenobarbital 100mg capsules,Oral capsule,Y
0408010N0AAASAS,Phenobarbital 100mg capsules,0408010N0AAAMAM,Oral capsule,Phenobarbital 100mg tablets,Oral tablet,Y
0408010N0AACLCL,Phenobarbital 50mg/5ml oral solution,0408010N0AAEUEU,Oral solution,Phenobarbital 50mg/5ml oral suspension,Oral suspension,Y
0408010N0AACWCW,Phenobarbital 25mg/5ml oral suspension,0408010N0AAEVEV,Oral suspension,Phenobarbital 25mg/5ml oral solution,Oral solution,Y
0408010N0AADMDM,Phenobarbital 15mg/5ml oral suspension,0408010N0AAACAC,Oral suspension,Phenobarbital 15mg/5ml elixir,Oral solution,Y
0408010N0AADMDM,Phenobarbital 15mg/5ml oral solution,0408010N0AAACAC,Oral solution,Phenobarbital 15mg/5ml elixir,Oral solution,Y
0408010N0AAEUEU,Phenobarbital 50mg/5ml oral suspension,0408010N0AACLCL,Oral suspension,Phenobarbital 50mg/5ml oral solution,Oral solution,Y
0408010N0AAEVEV,Phenobarbital 25mg/5ml oral solution,0408010N0AACWCW,Oral solution,Phenobarbital 25mg/5ml oral suspension,Oral suspension,Y
0408010U0AAAFAF,Primidone 50mg capsules,0408010U0AAAXAX,Oral capsule,Primidone 50mg tablets,Oral tablet,Y
0408010U0AAAXAX,Primidone 50mg tablets,0408010U0AAAFAF,Oral tablet,Primidone 50mg capsules,Oral capsule,Y
0408010W0AAA1A1,Sodium valproate 300mg modified-release tablets,0408010W0AABRBR,Modified-release tablet,Sodium valproate 300mg modified-release capsules,Modified-release capsule,Y
0408010W0AAA2A2,Sodium valproate 500mg modified-release tablets,0408010W0AABSBS,Modified-release tablet,Sodium valproate 500mg modified-release granules sachets sugar free,Modified-release granules,Y
0408010W0AAAAAA,Sodium valproate 200mg/5ml oral solution sugar free,0408010W0AAAEAE,Oral solution,Sodium valproate 200mg/5ml oral solution,Oral solution,Y
0408010W0AAAEAE,Sodium valproate 200mg/5ml oral solution,0408010W0AAAAAA,Oral solution,Sodium valproate 200mg/5ml oral solution sugar free,Oral solution,Y
0408010W0AABIBI,Sodium valproate 60mg/5ml oral solution,0408010W0AACBCB,Oral solution,Sodium valproate 60mg/5ml oral suspension,Oral suspension,Y
0408010W0AABRBR,Sodium valproate 300mg modified-release capsules,0408010W0AAA1A1,Modified-release capsule,Sodium valproate 300mg modified-release tablets,Modified-release tablet,Y
0408010W0AABSBS,Sodium valproate 500mg modified-release granules sachets sugar free,0408010W0AAA2A2,Modified-release granules,Sodium valproate 500mg modified-release tablets,Modified-release tablet,Y
0408010W0AACBCB,Sodium valproate 60mg/5ml oral suspension,0408010W0AABIBI,Oral suspension,Sodium valproate 60mg/5ml oral solution,Oral solution,Y
0408010X0AAAAAA,Vigabatrin 500mg tablets,0408010X0AAAFAF,Oral tablet,Vigabatrin 500mg granules for oral solution sachets sugar free,Granules for oral solution,Y
0408010X0AAAAAA,Vigabatrin 500mg tablets,0408010X0AABMBM,Oral tablet,Vigabatrin 500mg soluble tablets sugar free,Soluble tablet,Y
0408010X0AAAFAF,Vigabatrin 500mg granules for oral solution sachets sugar free,0408010X0AAAAAA,Granules for oral solution,Vigabatrin 500mg tablets,Oral tablet,Y
0408010X0AAAFAF,Vigabatrin 500mg granules for oral solution sachets sugar free,0408010X0AABMBM,Granules for oral solution,Vigabatrin 500mg soluble tablets sugar free,Soluble tablet,Y
0408010X0AABMBM,Vigabatrin 500mg soluble tablets sugar free,0408010X0AAAAAA,Soluble tablet,Vigabatrin 500mg tablets,Oral tablet,Y
0408010X0AABMBM,Vigabatrin 500mg soluble tablets sugar free,0408010X0AAAFAF,Soluble tablet,Vigabatrin 500mg granules for oral solution sachets sugar free,Granules for oral solution,Y
0408010Z0AAALAL,Phenytoin 90mg/5ml oral suspension,0408010Z0AABIBI,Oral suspension,Phenytoin 90mg/5ml oral solution,Oral solution,Y
0408010Z0AABIBI,Phenytoin 90mg/5ml oral solution,0408010Z0AAALAL,Oral solution,Phenytoin 90mg/5ml oral suspension,Oral suspension,Y
0409010A0AABBBB,Apomorphine 100mg/20ml solution for infusion cartridges,0409010ACAAABAB,Solution for infusion,Apomorphine 100mg/20ml solution for infusion vials,Solution for infusion,Y
0409010ACAAABAB,Apomorphine 100mg/20ml solution for infusion vials,0409010A0AABBBB,Solution for infusion,Apomorphine 100mg/20ml solution for infusion cartridges,Solution for infusion,Y
0409010B0AAAAAA,Amantadine 100mg capsules,0503040C0AAABAB,Oral capsule,Amantadine 100mg tablets,Oral tablet,Y
0409010K0AAAIAI,Co-beneldopa 12.5mg/50mg capsules,0409010K0AAAMAM,Oral capsule,Co-beneldopa 12.5mg/50mg dispersible tablets sugar free,Dispersible tablet,Y
0409010K0AAAJAJ,Co-beneldopa 25mg/100mg capsules,0409010K0AAALAL,Oral capsule,Co-beneldopa 25mg/100mg dispersible tablets sugar free,Dispersible tablet,Y
0409010K0AAALAL,Co-beneldopa 25mg/100mg dispersible tablets sugar free,0409010K0AAAJAJ,Dispersible tablet,Co-beneldopa 25mg/100mg capsules,Oral capsule,Y
0409010K0AAAMAM,Co-beneldopa 12.5mg/50mg dispersible tablets sugar free,0409010K0AAAIAI,Dispersible tablet,Co-beneldopa 12.5mg/50mg capsules,Oral capsule,Y
0409010N0AAAKAK,Co-careldopa 25mg/100mg/5ml oral solution,0409010N0AAAUAU,Oral solution,Co-careldopa 25mg/100mg/5ml oral suspension,Oral suspension,Y
0409010N0AAAUAU,Co-careldopa 25mg/100mg/5ml oral suspension,0409010N0AAAKAK,Oral suspension,Co-careldopa 25mg/100mg/5ml oral solution,Oral solution,Y
0409020C0AAACAC,Trihexyphenidyl 5mg/5ml oral solution,0409020C0AAAKAK,Oral solution,Trihexyphenidyl 5mg/5ml oral suspension,Oral suspension,Y
0409020C0AAAKAK,Trihexyphenidyl 5mg/5ml oral suspension,0409020C0AAACAC,Oral suspension,Trihexyphenidyl 5mg/5ml oral solution,Oral solution,Y
0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral suspension,0409020C0AAASAS,Oral suspension,Trihexyphenidyl 2mg/5ml oral solution,Oral solution,Y
0409020C0AAAPAP,Trihexyphenidyl 10mg/5ml oral solution,0409020C0AAAQAQ,Oral solution,Trihexyphenidyl 10mg/5ml oral suspension,Oral suspension,Y
0409020C0AAAQAQ,Trihexyphenidyl 10mg/5ml oral suspension,0409020C0AAAPAP,Oral suspension,Trihexyphenidyl 10mg/5ml oral solution,Oral solution,Y
0409020C0AAASAS,Trihexyphenidyl 2mg/5ml oral solution,0409020C0AAALAL,Oral solution,Trihexyphenidyl 2mg/5ml oral suspension,Oral suspension,Y
0409020S0AAAGAG,Procyclidine 2.5mg/5ml oral solution sugar free,0409020S0AAAKAK,Oral solution,Procyclidine 2.5mg/5ml oral suspension,Oral suspension,Y
0409020S0AAAGAG,Procyclidine 2.5mg/5ml oral solution sugar free,0409020S0AAAKAK,Oral solution,Procyclidine 2.5mg/5ml oral solution,Oral solution,Y
0409020S0AAAHAH,Procyclidine 5mg/5ml oral solution sugar free,0409020S0AAAJAJ,Oral solution,Procyclidine 5mg/5ml oral suspension,Oral suspension,Y
0409020S0AAAHAH,Procyclidine 5mg/5ml oral solution sugar free,0409020S0AAAJAJ,Oral solution,Procyclidine 5mg/5ml oral solution,Oral solution,Y
0409020S0AAAJAJ,Procyclidine 5mg/5ml oral suspension,0409020S0AAAHAH,Oral suspension,Procyclidine 5mg/5ml oral solution sugar free,Oral solution,Y
0409020S0AAAJAJ,Procyclidine 5mg/5ml oral solution,0409020S0AAAHAH,Oral solution,Procyclidine 5mg/5ml oral solution sugar free,Oral solution,Y
0409020S0AAAKAK,Procyclidine 2.5mg/5ml oral suspension,0409020S0AAAGAG,Oral suspension,Procyclidine 2.5mg/5ml oral solution sugar free,Oral solution,Y
0409020S0AAAKAK,Procyclidine 2.5mg/5ml oral solution,0409020S0AAAGAG,Oral solution,Procyclidine 2.5mg/5ml oral solution sugar free,Oral solution,Y
0409030R0AAAAAA,Riluzole 50mg tablets,0409030R0AAAEAE,Oral tablet,Riluzole 50mg orodispersible films,Orodispersible film,Y
0409030R0AAAEAE,Riluzole 50mg orodispersible films,0409030R0AAAAAA,Orodispersible film,Riluzole 50mg tablets,Oral tablet,Y
0410020B0AAAYAY,Nicotine 2mg lozenges sugar free,0410020B0AABABA,Lozenge,Nicotine 2mg medicated chewing gum sugar free,Medicated chewing-gum,Y
0410020B0AAAZAZ,Nicotine 4mg lozenges sugar free,0410020B0AABDBD,Lozenge,Nicotine 4mg medicated chewing gum sugar free,Medicated chewing-gum,Y
0410020B0AABABA,Nicotine 2mg medicated chewing gum sugar free,0410020B0AAAYAY,Medicated chewing-gum,Nicotine 2mg lozenges sugar free,Lozenge,Y
0410020B0AABDBD,Nicotine 4mg medicated chewing gum sugar free,0410020B0AAAZAZ,Medicated chewing-gum,Nicotine 4mg lozenges sugar free,Lozenge,Y
0410030C0AAAAAA,Methadone 1mg/ml oral solution,0410030C0AAAFAF,Oral solution,Methadone 1mg/ml oral solution sugar free,Oral solution,Y
0410030C0AAAAAA,Methadone 1mg/ml oral solution,0410030C0AAAJAJ,Oral solution,Methadone 1mg/ml oral suspension sugar free,Oral suspension,Y
0410030C0AAAFAF,Methadone 1mg/ml oral solution sugar free,0410030C0AAAAAA,Oral solution,Methadone 1mg/ml oral solution,Oral solution,Y
0410030C0AAAFAF,Methadone 1mg/ml oral solution sugar free,0410030C0AAAJAJ,Oral solution,Methadone 1mg/ml oral suspension sugar free,Oral suspension,Y
0410030C0AAAJAJ,Methadone 1mg/ml oral suspension sugar free,0410030C0AAAAAA,Oral suspension,Methadone 1mg/ml oral solution,Oral solution,Y
0410030C0AAAJAJ,Methadone 1mg/ml oral suspension sugar free,0410030C0AAAFAF,Oral suspension,Methadone 1mg/ml oral solution sugar free,Oral solution,Y
0410030C0AAAMAM,Methadone 50mg/5ml oral suspension,0410030C0AABABA,Oral suspension,Methadone 10mg/ml oral solution sugar free,Oral solution,Y
0410030C0AAAMAM,Methadone 50mg/5ml oral solution,0410030C0AABABA,Oral solution,Methadone 10mg/ml oral solution sugar free,Oral solution,Y
0410030C0AABABA,Methadone 10mg/ml oral solution sugar free,0410030C0AAAMAM,Oral solution,Methadone 50mg/5ml oral suspension,Oral suspension,Y
0410030C0AABABA,Methadone 10mg/ml oral solution sugar free,0410030C0AAAMAM,Oral solution,Methadone 50mg/5ml oral solution,Oral solution,Y
0410030C0AABBBB,Methadone 20mg/ml oral solution sugar free,0410030C0AABEBE,Oral solution,Methadone 100mg/5ml oral suspension,Oral suspension,Y
0410030C0AABBBB,Methadone 20mg/ml oral solution sugar free,0410030C0AABEBE,Oral solution,Methadone 100mg/5ml oral solution,Oral solution,Y
0410030C0AABEBE,Methadone 100mg/5ml oral suspension,0410030C0AABBBB,Oral suspension,Methadone 20mg/ml oral solution sugar free,Oral solution,Y
0410030C0AABEBE,Methadone 100mg/5ml oral solution,0410030C0AABBBB,Oral solution,Methadone 20mg/ml oral solution sugar free,Oral solution,Y
0410030E0AAAGAG,Naltrexone 25mg/5ml oral suspension,0410030E0AAAWAW,Oral suspension,Naltrexone 25mg/5ml oral solution,Oral solution,Y
0410030E0AAATAT,Naltrexone 5mg/5ml oral suspension,0410030E0AAAVAV,Oral suspension,Naltrexone 5mg/5ml oral solution,Oral solution,Y
0410030E0AAAVAV,Naltrexone 5mg/5ml oral solution,0410030E0AAATAT,Oral solution,Naltrexone 5mg/5ml oral suspension,Oral suspension,Y
0410030E0AAAWAW,Naltrexone 25mg/5ml oral solution,0410030E0AAAGAG,Oral solution,Naltrexone 25mg/5ml oral suspension,Oral suspension,Y
0411000D0AAAAAA,Donepezil 5mg tablets,0411000D0AAADAD,Oral tablet,Donepezil 5mg orodispersible tablets sugar free,Orodispersible tablet,Y
0411000D0AAABAB,Donepezil 10mg tablets,0411000D0AAAEAE,Oral tablet,Donepezil 10mg orodispersible tablets sugar free,Orodispersible tablet,Y
0411000D0AAADAD,Donepezil 5mg orodispersible tablets sugar free,0411000D0AAAAAA,Orodispersible tablet,Donepezil 5mg tablets,Oral tablet,Y
0411000D0AAAEAE,Donepezil 10mg orodispersible tablets sugar free,0411000D0AAABAB,Orodispersible tablet,Donepezil 10mg tablets,Oral tablet,Y
0411000G0AAAAAA,Memantine 10mg tablets,0411000G0AAAFAF,Oral tablet,Memantine 10mg orodispersible tablets sugar free,Orodispersible tablet,Y
0411000G0AAADAD,Memantine 20mg tablets,0411000G0AAAGAG,Oral tablet,Memantine 20mg orodispersible tablets sugar free,Orodispersible tablet,Y
0411000G0AAAFAF,Memantine 10mg orodispersible tablets sugar free,0411000G0AAAAAA,Orodispersible tablet,Memantine 10mg tablets,Oral tablet,Y
0411000G0AAAGAG,Memantine 20mg orodispersible tablets sugar free,0411000G0AAADAD,Orodispersible tablet,Memantine 20mg tablets,Oral tablet,Y
0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution,0501011P0AAARAR,Oral solution,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,Oral solution,Y
0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution,0501011P0AAASAS,Oral solution,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,Oral solution,Y
0501011P0AAARAR,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,0501011P0AAADAD,Oral solution,Phenoxymethylpenicillin 125mg/5ml oral solution,Oral solution,Y
0501011P0AAASAS,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,0501011P0AAAFAF,Oral solution,Phenoxymethylpenicillin 250mg/5ml oral solution,Oral solution,Y
0501012G0AAAFAF,Flucloxacillin 125mg/5ml oral solution,0501012G0AAAPAP,Oral solution,Flucloxacillin 125mg/5ml oral solution sugar free,Oral solution,Y
0501012G0AAAGAG,Flucloxacillin 250mg/5ml oral solution,0501012G0AAAQAQ,Oral solution,Flucloxacillin 250mg/5ml oral solution sugar free,Oral solution,Y
0501012G0AAAPAP,Flucloxacillin 125mg/5ml oral solution sugar free,0501012G0AAAFAF,Oral solution,Flucloxacillin 125mg/5ml oral solution,Oral solution,Y
0501012G0AAAQAQ,Flucloxacillin 250mg/5ml oral solution sugar free,0501012G0AAAGAG,Oral solution,Flucloxacillin 250mg/5ml oral solution,Oral solution,Y
0501013B0AAAJAJ,Amoxicillin 125mg/5ml oral suspension,0501013B0AAASAS,Oral suspension,Amoxicillin 125mg/5ml oral suspension sugar free,Oral suspension,Y
0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension,0501013B0AAATAT,Oral suspension,Amoxicillin 250mg/5ml oral suspension sugar free,Oral suspension,Y
