BNF Code,BNF Name,ADQ Value,ADQ Unit
1304000G0AACJCJ,Clobetasol Prop 0.05% 10%/WSP_Oint,N/A,N/A
1304000G0AACPCP,Clobetasol Prop 0.05% 20%/WSP_Oint,N/A,N/A
1304000G0AACQCQ,Clobetasol Prop 0.05% 25%/WSP_Crm,N/A,N/A
1304000G0AACRCR,Clobetasol Prop 0.05% 50%/WSP_Crm,N/A,N/A
1304000G0AACWCW,PropyleneGlycol 50%/Clobetasol .05%_Oint,N/A,N/A
1304000G0AACYCY,Coal Tar Soln 10%/Clobetasol 0.05%_Oint,N/A,N/A
1304000G0AACZCZ,Clobetasol 0.05%/Crm 10%/Unguentum M_Crm,N/A,N/A
1304000G0AADEDE,Clobetasol 0.05%/Oint25%/Unguentum M_Crm,N/A,N/A
1304000G0BBAAAA,Dermovate_Crm 0.05%,N/A,N/A
1304000G0BBABBA,Dermovate_Oint 0.05%,N/A,N/A
1304000G0BBAEBB,Dermovate_Scalp Applic 0.05%,N/A,N/A
1304000G0BBAFCA,Dermovate NN_Crm,N/A,N/A
1304000G0BDAACC,Clarelux_Foam Aero 500mcg/g 100g,N/A,N/A
1304000G0BEAACD,Etrivex_Shampoo 500mcg/g,N/A,N/A
1304000G0BFAAAA,ClobaDerm_Crm 0.05%,N/A,N/A
1304000G0BFABBA,ClobaDerm_Oint 0.05%,N/A,N/A
1304000H0AAAAAA,Clobet But_Crm 0.05%,N/A,N/A
1304000H0AABABA,Clobet But_Oint 0.05%,N/A,N/A
1304000H0AACACA,Gppe Crm_Trimovate,N/A,N/A
1304000H0AACHCH,Coal Tar 5%/Clobet 0.05%_Oint,N/A,N/A
1304000H0AACKCK,Clobet But 0.05% 50%/WSP_Oint,N/A,N/A
1304000H0AACLCL,Clobet .05% Oint 25%/Coal Tar5%/WSP_Oint,N/A,N/A
1304000H0AACNCN,Coal Tar Soln 5%/Clobet 0.05%_Oint,N/A,N/A
1304000H0BBAAAA,Eumovate_Crm 0.05%,N/A,N/A
1304000H0BBABBA,Eumovate_Oint 0.05%,N/A,N/A
1304000H0BBACAA,Eumovate_Eczema & Dermatitis Crm 0.05%,N/A,N/A
1304000H0BCABCA,Trimovate_Crm,N/A,N/A
1304000H0BDAABA,Clobavate_Oint 0.05%,N/A,N/A
1304000L0AAAAAA,Diflucortolone Val_Crm 0.1%,N/A,N/A
1304000L0AAABAB,Diflucortolone Val_Oily Crm 0.1%,N/A,N/A
1304000L0AAACAC,Diflucortolone Val_Oily Crm Fte 0.3,N/A,N/A
1304000L0AABBBB,Diflucortolone Val_Oint 0.1%,N/A,N/A
1304000L0AABCBC,Diflucortolone Val_Oint Fte 0.3%,N/A,N/A
1304000L0BBAAAA,Nerisone_Crm 0.1%,N/A,N/A
1304000L0BBABAB,Nerisone_Oily Crm 0.1%,N/A,N/A
1304000L0BBACAC,Nerisone Fte_Oily Crm 0.3%,N/A,N/A
1304000L0BBADBB,Nerisone_Oint 0.1%,N/A,N/A
1304000L0BBAEBC,Nerisone Fte_Oint 0.3%,N/A,N/A
1304000N0AAABAB,Fluocinolone Aceton_Crm 0.025%,N/A,N/A
1304000N0AAADAD,Fluocinolone Aceton_Crm 0.00625%,N/A,N/A
1304000N0AAAEAE,Fluocinolone Aceton_Crm 0.0025%,N/A,N/A
1304000N0AABBBB,Fluocinolone Aceton_Oint 0.025%,N/A,N/A
1304000N0AABCBC,Fluocinolone Aceton_Oint 0.00625%,N/A,N/A
1304000N0AABDBD,Fluocinolone Aceton_Gel 0.025%,N/A,N/A
1304000N0AACACA,Fluocinolone/Clioquinol_Crm 0.025%/3%,N/A,N/A
1304000N0AACBCB,Fluocinolone/Neomycin_Crm 0.025%/0.5%,N/A,N/A
1304000N0AACCCC,Fluocinolone/Clioquinol_Oint 0.025%/3%,N/A,N/A
1304000N0AACDCD,Fluocinolone/Neomycin_Oint 0.025%/0.5%,N/A,N/A
1304000N0BBAAAB,Synalar_Crm 0.025%,N/A,N/A
1304000N0BBADAD,Synalar_Crm 1/4 Strgh 0.00625%,N/A,N/A
1304000N0BBAEAE,Synalar_Crm 1/10 Strgh 0.0025%,N/A,N/A
1304000N0BBAGBB,Synalar_Oint 0.025%,N/A,N/A
1304000N0BBAHBC,Synalar_Oint 1/4 Strgh 0.00625%,N/A,N/A
1304000N0BBAIBD,Synalar_Gel 0.025%,N/A,N/A
1304000N0BBAKCA,Synalar-C_Crm,N/A,N/A
1304000N0BBALCB,Synalar-N_Crm,N/A,N/A
1304000N0BBAMCC,Synalar-C_Oint,N/A,N/A
1304000N0BBANCD,Synalar-N_Oint,N/A,N/A
1304000P0AAAAAA,Fluocinonide_Crm 0.05%,N/A,N/A
1304000P0AABABA,Fluocinonide_Oint 0.05%,N/A,N/A
1304000P0BBAAAA,Metosyn Fapg_Crm 0.05%,N/A,N/A
1304000P0BBABBA,Metosyn_Oint 0.05% W/W,N/A,N/A
1304000R0AABBBB,Gppe Oint_Ultralanum Plain,N/A,N/A
1304000R0BDAAAB,Ultralanum_Crm Plain,N/A,N/A
1304000R0BDABBB,Ultralanum_Oint Plain,N/A,N/A
1304000S0AAAAAA,Fluticasone Prop_Crm 0.05%,N/A,N/A
1304000S0AAABAB,Fluticasone Prop_Oint 0.005%,N/A,N/A
1304000S0BBAAAA,Cutivate_Crm 0.05%,N/A,N/A
1304000S0BBABAB,Cutivate_Oint 0.005%,N/A,N/A
1304000T0AAAAAA,Fludroxycortide_Crm 0.0125%,N/A,N/A
1304000T0AABABA,Fludroxycortide_Oint 0.0125%,N/A,N/A
1304000T0AACCCC,Fludroxycortide_Tape 7.5cm x 50cm,N/A,N/A
1304000T0AACDCD,Fludroxycortide_Tape 7.5cm x 200cm,N/A,N/A
1304000T0BBAAAA,Haelan_Crm 0.0125%,N/A,N/A
1304000T0BBACBA,Haelan_Oint 0.0125%,N/A,N/A
1304000T0BBAGCC,Haelan_Tape 7.5cm x 50cm,N/A,N/A
1304000T0BBAHCD,Haelan_Tape 7.5cm x 200cm,N/A,N/A
1304000V0AAACAC,Hydrocort_Crm 0.5%,N/A,N/A
1304000V0AAADAD,Hydrocort_Crm 1%,N/A,N/A
1304000V0AAAFAF,Hydrocort_Crm 2.5%,N/A,N/A
1304000V0AAAJAJ,Hydrocort/Crotamiton_Crm 0.25%/10%,N/A,N/A
1304000V0AAANAN,Hydrocort/Urea_Crm 1%/10%,N/A,N/A
1304000V0AAAPAP,Hydrocort/Urea/Lactic Acid_Crm 1%/10%/5%,N/A,N/A
1304000V0AAAWAW,Hydrocort_Crm 0.1%,N/A,N/A
1304000V0AABBBB,Hydrocort_Oint 0.5%,N/A,N/A
1304000V0AABCBC,Hydrocort_Oint 1%,N/A,N/A
1304000V0AABDBD,Hydrocort_Oint 2.5%,N/A,N/A
1304000V0AACBCB,Gppe Crm_Timodine,N/A,N/A
1304000V0AACFCF,Gppe Crm_Nystaform-Hc 0.5%,N/A,N/A
1304000V0AACHCH,Hydrocort/Miconazole Nit_Crm 1%/2%,N/A,N/A
1304000V0AACICI,Hydrocort/Clotrimazole_Crm 1%/1%,N/A,N/A
1304000V0AACMCM,Hydrocort/Oxytetracycline HCl_Oint 1%/3%,N/A,N/A
1304000V0AACSCS,Hydrocort/Miconazole Nit_Oint 1%/2%,N/A,N/A
1304000V0AAEPEP,Hydrocort/Salic Acid/Sulf_Crm 1%/2%/2%,N/A,N/A
1304000V0AAEWEW,Ichtham1%/Clioquinol3%/Hydrocort1%_Oint,N/A,N/A
1304000V0BBAAAW,Dioderm_Crm 0.1%,N/A,N/A
1304000V0BNAAAW,Dermacort_Crm 0.1%,N/A,N/A
1304000V0BQAAAD,Mildison Lipocream_Crm 1%,N/A,N/A
1304000V0BTAAAJ,Eurax-Hydrocort_Crm,N/A,N/A
1304000V0BTABAJ,Eurax-Hc_Crm,N/A,N/A
1304000V0BWAAAN,Alphaderm_Top Steroid Crm 1%/10%,N/A,N/A
1304000V0BXAAAP,Calmurid HC_Crm,N/A,N/A
1304000V0CBABCB,Timodine_Crm,N/A,N/A
1304000V0CCACCM,Terra-Cortril_Top Oint (Pfizer Ltd),N/A,N/A
1304000V0CCAFCM,Terra-Cortril_Oint (Intrapharm Labs Ltd),N/A,N/A
1304000V0CFABCF,Nystaform-HC_Crm 0.5%,N/A,N/A
1304000V0CFACCN,Nystaform-HC_Oint 1%,N/A,N/A
1304000V0CGABCH,Daktacort_Crm 2%/1%,N/A,N/A
1304000V0CGACCS,Daktacort_Oint,N/A,N/A
1304000V0CHABCI,Canesten HC_Crm,N/A,N/A
1304000V0CHACCI,Canesten Hydrocortisone_Crm,N/A,N/A
1304000V0CRAACH,Daktacort Hydrocort_Crm,N/A,N/A
1304000V0CUAADZ,Derma Care Hydrocort_Crm 1%,N/A,N/A
1304000W0AAAAAA,Hydrocort But_Crm 0.1%,N/A,N/A
1304000W0AAABAB,Hydrocort But_Emollient Crm 0.1%,N/A,N/A
1304000W0AABABA,Hydrocort But_Oint 0.1%,N/A,N/A
1304000W0AABBBB,Hydrocort But_Scalp Lot 0.1%,N/A,N/A
1304000W0AABDBD,Hydrocort But_Emuls 0.1%,N/A,N/A
1304000W0BBAAAA,Locoid_Crm 0.1%,N/A,N/A
1304000W0BBABAB,Locoid Lipocream_Crm 0.1%,N/A,N/A
1304000W0BBACBA,Locoid_Oint 0.1%,N/A,N/A
1304000W0BBADBB,Locoid_Scalp Lot 0.1%,N/A,N/A
1304000W0BBAGBD,Locoid Crelo_Top Emuls 0.1%,N/A,N/A
1304000X0AAAAAA,Hydrocort Acet_Crm 1%,N/A,N/A
1304000X0AABABA,Hydrocort Acet_Oint 1%,N/A,N/A
1304000X0AACBCB,Hydrocort Acet/Fusidic Acid_Crm 1%/2%,N/A,N/A
1304000X0AACGCG,Hydrocort Acet/Sod Fusidate_Oint 1%/2%,N/A,N/A
1304000X0BHABCB,Fucidin H_Crm,N/A,N/A
1304000X0BHACCG,Fucidin H_Oint,N/A,N/A
1304000Y0AAAAAA,Mometasone Fur_Crm 0.1%,N/A,N/A
1304000Y0AABABA,Mometasone Fur_Oint 0.1%,N/A,N/A
1304000Y0AABBBB,Mometasone Fur_Scalp Lot 0.1%,N/A,N/A
1304000Y0BBAAAA,Elocon_Crm 0.1%,N/A,N/A
1304000Y0BBABBA,Elocon_Oint 0.1%,N/A,N/A
1304000Y0BBACBB,Elocon_Scalp Lot 0.1%,N/A,N/A
1304000Z0AACICI,Triamcinol Aceton/Chlortet_Oint0.1/3.09%,N/A,N/A
1304000Z0BEACCI,Aureocort_Oint,N/A,N/A
1304000Z0BGACCJ,Tri-Adcortyl_Oint,N/A,N/A
130501000BBBAA0,Elena's_Day Crm Spec,N/A,N/A
130501000BBBBA0,Elena's_Night Crm Ex,N/A,N/A
130501000BBBEA0,Elena's_Ultimate Body Oil,N/A,N/A
130501000BBBFA0,Elena's_Illumination Crm,N/A,N/A
130501000BBBGA0,Elena's_Body Lot,N/A,N/A
130501000BBBHA0,Elena's_Body Lot + Tea Tree Oil,N/A,N/A
130501000BBBIA0,Elena's_Day Crm & Night Crm C/Pk,N/A,N/A
130501000BBBJA0,Elena's_Trinity Soap & Shampoo,N/A,N/A
130501000BBBKA0,Elena's_Eureka Crm,N/A,N/A
130501000BBBLA0,Cetaphil Restoraderm_Body Wash,N/A,N/A
130501000BBBMA0,Cetaphil Restoraderm_Moist Lot,N/A,N/A
1305010AEAAAAAA,Zn Paste & Ichthammol_Band 7.5cm x 6m,N/A,N/A
1305010AEBBAAAA,Icthaband_Band (15/2%) 7.5cm x 6m,N/A,N/A
1305010AFAAAAAA,Alitretinoin_Cap 10mg,N/A,N/A
1305010AFAAABAB,Alitretinoin_Cap 30mg,N/A,N/A
1305010AFBBAAAA,Toctino_Cap 10mg,N/A,N/A
1305010AFBBABAB,Toctino_Cap 30mg,N/A,N/A
1305010I0AAAAAA,Gamolenic Acid_Cap 40mg,N/A,N/A
1305010I0AAABAB,Gamolenic Acid_Cap 80mg,N/A,N/A
1305010J0AAAAAA,Ichthammol_Oint 10% BP 1980,N/A,N/A
1305010J0AAABAB,Zn & Ichthammol_Crm,N/A,N/A
1305010J0AAATAT,Zn 15%/Ichthammol 1%/YSP_Oint,N/A,N/A
130502000BBBDA0,Exorex_Crm,N/A,N/A
1305020A0AAAAAA,Acitretin_Cap 25mg,N/A,N/A
1305020A0AAABAB,Acitretin_Cap 10mg,N/A,N/A
1305020A0AAADAD,Acitretin_Liq Spec 10mg/5ml,N/A,N/A
1305020A0BBAAAA,Neotigason_Cap 25mg,N/A,N/A
1305020A0BBABAB,Neotigason_Cap 10mg,N/A,N/A
1305020C0AAABAB,Coal Tar_Bath Emuls 40%,N/A,N/A
1305020C0AAACAC,Calamine & Coal Tar_Oint,N/A,N/A
1305020C0AAARAR,Coal Tar Soln_Crm 10%,N/A,N/A
1305020C0AAAVAV,Coal Tar_Oint 5%,N/A,N/A
1305020C0AABCBC,Coal Tar/Lecithin_Crm 6%/0.4%,N/A,N/A
1305020C0AABSBS,Coal Tar_Oint 10%,N/A,N/A
1305020C0AACXCX,Coal Tar_Soln 5% Cutaneous Emuls,N/A,N/A
1305020C0AADYDY,Coal Tar 2%/YSP_Oint,N/A,N/A
1305020C0AAEBEB,Coal Tar 3%/Salic Acid 3%/Aq_Crm,N/A,N/A
1305020C0AAEEEE,Coal Tar 15%/YSP_Oint,N/A,N/A
1305020C0AAEHEH,Coal Tar Soln 12%/YSP_Oint,N/A,N/A
1305020C0AAEIEI,Coal Tar Soln 5%/WSP_Oint,N/A,N/A
1305020C0AAEKEK,Coal Tar 20%/YSP_Oint,N/A,N/A
1305020C0AAELEL,Coal Tar 12%/WSP_Oint,N/A,N/A
1305020C0AAERER,Coal Tar Soln 10%/Emulsif_Oint,N/A,N/A
1305020C0AAEXEX,Coal Tar 6%/YSP_Oint,N/A,N/A
1305020C0AAEYEY,Coal Tar Soln 6%/WSP_Oint,N/A,N/A
1305020C0AAEZEZ,Coal Tar 1%/Aq_Crm,N/A,N/A
1305020C0AAFEFE,Coal Tar_Paste,N/A,N/A
1305020C0AAFFFF,Coal Tar 6%/Salic Acid 2%/Emulsif_Oint,N/A,N/A
1305020C0AAFGFG,Coal Tar 6%/Salic Acid 1%/Emulsif_Oint,N/A,N/A
1305020C0AAFIFI,Coal Tar Strong 5%/Emulsif_Oint,N/A,N/A
1305020C0AAFJFJ,Coal Tar Soln Strong 2.5%/Emulsif_Oint,N/A,N/A
1305020C0AAFLFL,Coal Tar & Salic Acid_Oint,N/A,N/A
1305020C0AAFPFP,Coal Tar & Salic Acid_Oint 6%/2%,N/A,N/A
1305020C0AAFQFQ,Coal Tar Strong 1%/Emulsif_Oint,N/A,N/A
1305020C0AAFTFT,Coal Tar 12%/Salic Acid 3%/Emulsif_Oint,N/A,N/A
1305020C0AAFUFU,Coal Tar10%/Salic Acid2%/Unguentum M_Crm,N/A,N/A
1305020C0AAFXFX,Coal Tar Soln 5%/Aq_Crm,N/A,N/A
1305020C0AAFYFY,Coal Tar 10%/Salic Acid 2%/Aq_Crm,N/A,N/A
1305020C0AAGGGG,Coal Tar 2%/WSP_Oint,N/A,N/A
1305020C0AAGNGN,Coal Tar 5%/Unguentum M_Crm,N/A,N/A
1305020C0BBAAAR,Carbo-Dome_Crm 10%,N/A,N/A
1305020C0BDAAAB,Psoriderm_Emuls Bath Add 40%,N/A,N/A
1305020C0BDABBC,Psoriderm_Crm,N/A,N/A
1305020C0BRAACX,Exorex_Lot,N/A,N/A
1305020D0AAAAAA,Calcipotriol_Oint 50mcg/1g,N/A,N/A
1305020D0AAABAB,Calcipotriol_Crm 50mcg/1g,N/A,N/A
1305020D0AAACAC,Calcipotriol_Scalp Soln 50mcg/ml,N/A,N/A
1305020D0AAAFAF,Calcipotriol/Betameth_Oint 0.005%/0.05%,N/A,N/A
1305020D0AAAGAG,Calcipotriol/Betameth_Gel 0.005%/0.05%,N/A,N/A
1305020D0BBAAAA,Dovonex_Oint 50mcg/1g,N/A,N/A
1305020D0BBABAB,Dovonex_Crm 50mcg/1g,N/A,N/A
1305020D0BBACAC,Dovonex_Scalp Soln 50mcg/ml,N/A,N/A
1305020D0BCAAAF,Dovobet_Oint 0.005%/0.05%,N/A,N/A
1305020D0BCABAG,Dovobet_Gel 0.005%/0.05%,N/A,N/A
1305020D0BCACAG,Dovobet_Gel Applic,N/A,N/A
1305020D0BDAAAG,Xamiol_Gel,N/A,N/A
1305020F0AABKBK,Dithranol_Crm 0.25%,N/A,N/A
1305020F0AABMBM,Dithranol_Crm 1%,N/A,N/A
1305020F0AACZCZ,Dithranol_Crm 0.1%,N/A,N/A
1305020F0AADADA,Dithranol_Crm 0.5%,N/A,N/A
1305020F0AADBDB,Dithranol_Crm 2%,N/A,N/A
1305020F0AADTDT,Dithranol_Crm 3%,N/A,N/A
1305020F0AAEUEU,Dithranol 0.01%/YSP_Oint,N/A,N/A
1305020F0AAEVEV,Dithranol 2%/YSP_Oint,N/A,N/A
1305020F0AAEWEW,Dithranol 0.4%/WSP_Oint,N/A,N/A
1305020F0BIAABK,Dithrocream_Crm 0.25%,N/A,N/A
1305020F0BIABBM,Dithrocream Hp_Crm 1%,N/A,N/A
1305020F0BIACCZ,Dithrocream_Crm 0.1%,N/A,N/A
1305020F0BIADDA,Dithrocream Fte_Crm 0.5%,N/A,N/A
1305020F0BIAEDB,Dithrocream_Crm 2%,N/A,N/A
1305020F0BJACAM,Micanol_Crm 1%,N/A,N/A
1305020F0BJADDT,Micanol_Crm 3%,N/A,N/A
1305020I0AAAIAI,CoalTar5%/SalicAcid10%/Betameth.025_Oint,N/A,N/A
1305020I0AAAKAK,CoalTar12%/SalicAcid2%/Hydrocort1%_Oint,N/A,N/A
1305020I0BCAAAD,Alphosyl H.C._Crm,N/A,N/A
1305020L0AAAMAM,Methoxsalen_Gel 0.005%,N/A,N/A
1305020P0BCAAAA,Polytar_Emollient,N/A,N/A
1305020R0AAAAAA,Tacalcitol_Oint 4mcg/1g,N/A,N/A
1305020R0AAABAB,Tacalcitol_Lot 4mcg/1g,N/A,N/A
1305020R0BBAAAA,Curatoderm_Oint 4mcg/1g,N/A,N/A
1305020R0BBABAB,Curatoderm_Lot 4mcg/1g,N/A,N/A
1305020S0AAABAB,Salic Acid_Oint 2%,N/A,N/A
1305020S0AAAEAE,Salic Acid_Lot 2%,N/A,N/A
1305020S0AABTBT,Salic Acid 3%/Aq_Crm,N/A,N/A
1305020S0AACHCH,Salic Acid 2%/Emulsif_Oint,N/A,N/A
1305020S0AACICI,Salic Acid 40%/WSP_Oint,N/A,N/A
1305020S0AACJCJ,Salic Acid 25%/WSP_Oint,N/A,N/A
1305020S0AACRCR,Salic Acid 10%/Aq_Crm,N/A,N/A
1305020S0AACSCS,Salic Acid 2%/Aq_Crm,N/A,N/A
1305020S0AACTCT,Salic Acid 1%/Aq_Crm,N/A,N/A
1305020S0AACUCU,Zn & Salic Acid_Paste,N/A,N/A
1305020S0AACVCV,Salic Acid 2%/Unguentum M_Crm,N/A,N/A
1305020S0AACZCZ,Salic Acid_Oint 5%,N/A,N/A
1305020S0AADCDC,Salic Acid 10%/Unguentum M_Crm,N/A,N/A
1305020S0AADFDF,Salic Acid 50%/WSP_Oint,N/A,N/A
1305020S0BHAAAA,Metanium_Cradle Cap Crm,N/A,N/A
1305020T0AAAAAA,Tazarotene_Aq Gel 0.05%,N/A,N/A
1305020T0AAABAB,Tazarotene_Aq Gel 0.1%,N/A,N/A
1305020T0BBAAAA,Zorac_Aq Gel 0.05%,N/A,N/A
1305020T0BBABAB,Zorac_Aq Gel 0.1%,N/A,N/A
1305020V0AAAAAA,Cocois Co_Oint,N/A,N/A
1305020V0BBAAAA,Cocois_Oint,N/A,N/A
1305020V0BCAAAA,Sebco_Oint,N/A,N/A
1305020W0AAAAAA,Calcitriol_Oint 0.0003%,N/A,N/A
1305020W0BBAAAA,Silkis_Oint 3mcg/g,N/A,N/A
1305030B0AAAAAA,Pimecrolimus_Crm 1%,N/A,N/A
1305030B0BBAAAA,Elidel_Crm 1%,N/A,N/A
1305030C0AAAAAA,Tacrolimus_Oint 0.1%,N/A,N/A
1305030C0AAACAC,Tacrolimus_Oint 0.03%,N/A,N/A
1305030C0BBAAAA,Protopic_Oint 0.1%,N/A,N/A
1305030C0BBABAC,Protopic_Oint 0.03%,N/A,N/A
1306010A0AAAAAA,Alum Ox_Paste 38.09% (Fine Particles),N/A,N/A
1306010A0BBAAAA,Brasivol 1_Fine 38.09%,N/A,N/A
1306010ABAAAAAA,Clindamycin/Tretinoin_Gel 1%/0.025%,N/A,N/A
1306010ABBBAAAA,Treclin_Gel 1%/0.025%,N/A,N/A
1306010ACAAAAAA,Ivermectin_Crm 10mg/g,N/A,N/A
1306010ACBBAAAA,Soolantra_Crm 10mg/g,N/A,N/A
1306010B0AAAAAA,Azelaic Acid_Crm 20%,N/A,N/A
1306010B0AAABAB,Azelaic Acid_Gel 15%,N/A,N/A
1306010B0BBAAAA,Skinoren_Crm 20%,N/A,N/A
1306010B0BCAAAB,Finacea_Gel 15%,N/A,N/A
1306010C0AAAAAA,Benzoyl Per_Gel 2.5%,N/A,N/A
1306010C0AAABAB,Benzoyl Per_Gel 5%,N/A,N/A
1306010C0AAACAC,Benzoyl Per_Gel 10%,N/A,N/A
1306010C0AAADAD,Benzoyl Per_Crm 5%,N/A,N/A
1306010C0AAAJAJ,Benzoyl Per_A-Bact Skin Wsh 10%,N/A,N/A
1306010C0AAATAT,Benzoyl Per/Hydroxyquin Sulf_Crm 10/0.5%,N/A,N/A
1306010C0AAAUAU,Gppe Crm_Quinoderm 5,N/A,N/A
1306010C0AABABA,Benzoyl Per_Crm 4%,N/A,N/A
1306010C0BGAAAA,PanOxyl 2.5 Aquagel_Gel 2.5%,N/A,N/A
1306010C0BGACAB,PanOxyl 5 Aquagel_Gel 5%,N/A,N/A
1306010C0BGADAC,PanOxyl 10 Acnegel_Gel,N/A,N/A
1306010C0BGAEAC,PanOxyl 10 Aquagel_Gel 10%,N/A,N/A
1306010C0BGAFAJ,PanOxyl 10_Wsh,N/A,N/A
1306010C0BGAGAD,PanOxyl Crm 5_Crm 5%,N/A,N/A
1306010C0BQAAAT,Quinoderm_Crm 10%,N/A,N/A
1306010C0BQACAU,Quinoderm 5_Crm 5%,N/A,N/A
1306010C0BUAAAB,Acnecide_Aq Gel 5%,N/A,N/A
1306010C0BUACAB,Acnecide_Gel Wash 5%,N/A,N/A
1306010C0BYAABA,Brevoxyl_Crm 4%,N/A,N/A
1306010F0AAAAAA,Clindamycin Phos_Top Soln 1% + Applic,N/A,N/A
1306010F0AAABAB,Clindamycin Phos_Lot 1%,N/A,N/A
1306010F0AAADAD,Clindamycin Phos_Gel 1%,N/A,N/A
1306010F0BBAAAA,Dalacin T_Top Soln 1% + Applic,N/A,N/A
1306010F0BBABAB,Dalacin T_Top Lot 1%,N/A,N/A
1306010F0BCAAAD,Zindaclin_Gel 1%,N/A,N/A
1306010H0AAAAAA,Adapalene_Gel 0.1%,N/A,N/A
1306010H0AAABAB,Adapalene_Crm 0.1%,N/A,N/A
1306010H0BBAAAA,Differin_Gel 0.1%,N/A,N/A
1306010H0BBABAB,Differin_Crm 0.1%,N/A,N/A
1306010I0AAAAAA,Erythromycin_Top Soln 2%,N/A,N/A
1306010I0AAABAB,Erythromycin/Zn Acet_Lot 40mg/Ml/12mg/ml,N/A,N/A
1306010I0AAACAC,Isotretinoin/Erythromycin_Gel 0.05%/2%,N/A,N/A
1306010I0AAAEAE,Erythromycin_Gel 4%,N/A,N/A
1306010I0AAAFAF,Tretinoin/Erythromycin_Soln 0.025%/4%,N/A,N/A
1306010I0BBAAAA,Stiemycin_Acne Soln 2%,N/A,N/A
1306010I0BCAAAB,Zineryt_Lot,N/A,N/A
1306010I0BDAAAC,Isotrexin_Gel,N/A,N/A
1306010I0BFAAAF,Aknemycin Plus_Top Soln,N/A,N/A
1306010M0AAAAAA,Isotretinoin_Gel 0.05%,N/A,N/A
1306010M0BBAAAA,Isotrex_Gel 0.05%,N/A,N/A
1306010N0AAAAAA,Nicotinamide_Gel 4%,N/A,N/A
1306010N0BCAAAA,Nicam_Gel 4%,N/A,N/A
1306010N0BDAAAA,Freederm_Gel 4%,N/A,N/A
1306010Q0AAAAAA,Salic Acid_Soln 2%,N/A,N/A
1306010T0AAABAB,Salic Acid & Sulfur_Oint 3%/3%,N/A,N/A
1306010T0AAARAR,Salic Acid 3%/Sulfur 3%/Aq_Crm,N/A,N/A
1306010T0AAATAT,Sulfur 2%/Aq_Crm,N/A,N/A
1306010T0AAAUAU,Salic Acid 2%/Sulfur 2%/Aq_Crm,N/A,N/A
1306010T0AAAWAW,Sulfur 5%/Aq_Crm,N/A,N/A
1306010V0AAAEAE,Tretinoin_Crm 0.025%,N/A,N/A
1306010V0AAAFAF,Tretinoin_Gel 0.01%,N/A,N/A
1306010Y0AAAAAA,Benzoyl Per/Clindamycin Phos_Gel 5%/1%,N/A,N/A
1306010Y0AAABAB,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,N/A,N/A
1306010Y0BBAAAA,Duac_Once Daily Gel (5% and 1%),N/A,N/A
1306010Y0BBABAB,Duac_Once Daily Gel (3% and 1%),N/A,N/A
1306010Z0AAAAAA,Adapalene/Benzoyl Per_Gel 0.1%/2.5%,N/A,N/A
1306010Z0BBAAAA,Epiduo_Gel 0.1%/2.5%,N/A,N/A
1306020C0AAAAAA,Co-Cyprindiol_Tab 2mg/35mcg,N/A,N/A
1306020C0BBAAAA,Dianette_Tab 2mg/35mcg,N/A,N/A
1306020C0BBABAA,Dianette_Tab 2mg/35mcg (Generics (UK)),N/A,N/A
1306020C0BFAAAA,Clairette_Tab 2mg/35mcg,N/A,N/A
1306020J0AAAAAA,Isotretinoin_Cap 5mg,N/A,N/A
1306020J0AAABAB,Isotretinoin_Cap 20mg,N/A,N/A
1306020J0AAACAC,Isotretinoin_Cap 10mg,N/A,N/A
1306020J0AAAEAE,Isotretinoin_Cap 40mg,N/A,N/A
1306020J0BBAAAA,Roaccutane_Cap 5mg,N/A,N/A
1306020J0BBABAB,Roaccutane_Cap 20mg,N/A,N/A
1306020J0BBACAC,Roaccutane_Cap 10mg,N/A,N/A
1306030A0AAAAAA,Brimonidine Tart_Gel 3mg/g,N/A,N/A
1306030A0BBAAAA,Mirvaso_Gel 3mg/g,N/A,N/A
1307000C0AAABAB,Formaldehyde_Soln Gel 0.75%,N/A,N/A
1307000C0AAACAC,Formaldehyde_Soln,N/A,N/A
1307000C0AAADAD,Formaldehyde_Soln 5%,N/A,N/A
1307000C0AAAFAF,Formaldehyde_Soln 3%,N/A,N/A
1307000C0AAALAL,Formaldehyde_Buff Soln 10%,N/A,N/A
1307000C0BBAAAB,Veracur_Gel Kit 0.75%,N/A,N/A
1307000F0AAAAAA,Glutaraldehyde_Soln 10%,N/A,N/A
1307000F0BBAAAA,Glutarol_Cutaneous Soln 10% W/V +Spatula,N/A,N/A
1307000K0AAAAAA,Podophyllotoxin_Soln 0.5%,N/A,N/A
1307000K0AAABAB,Podophyllotoxin_Crm 0.15%,N/A,N/A
1307000K0BBAAAA,Warticon_Soln 0.5%,N/A,N/A
1307000K0BBABAA,Warticon_Fem Soln 0.5%,N/A,N/A
1307000K0BBACAB,Warticon_Crm 0.15%,N/A,N/A
1307000K0BCAAAA,Condyline_Soln 0.5%,N/A,N/A
1307000M0AAAEAE,Salic Acid_Oint 50%,N/A,N/A
1307000M0AAAPAP,Salic Acid_Oint 50% (Corn Plastr /Rings),N/A,N/A
1307000M0AAAVAV,Salic Acid/Lactic Acid_Gel 12%/4%,N/A,N/A
1307000M0AAAWAW,Lactic Acid/Salic Acid_Paint 16.7/16.7%,N/A,N/A
